member_title,member_url,pageid,source_articles,source_article_urls,root_categories,root_category_urls,categories_found_in
Matthew Sanders (parenting researcher),https://en.wikipedia.org/wiki/Matthew_Sanders_(parenting_researcher),58891349,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Academy of the Social Sciences in Australia
Matthew Spriggs,https://en.wikipedia.org/wiki/Matthew_Spriggs,41887840,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Australian Academy of the Humanities
Matthew Stewart (British Army officer),https://en.wikipedia.org/wiki/Matthew_Stewart_(British_Army_officer),58442643,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Matthew Stewart (mathematician),https://en.wikipedia.org/wiki/Matthew_Stewart_(mathematician),409327,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society | Category:Fellows of the Royal Society of Edinburgh
Matthew Sydney Thomson,https://en.wikipedia.org/wiki/Matthew_Sydney_Thomson,59336779,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Matthew Tirrell,https://en.wikipedia.org/wiki/Matthew_Tirrell,50893381,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the United States National Academy of Engineering
Matthew Young Orr,https://en.wikipedia.org/wiki/Matthew_Young_Orr,55807120,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Matthias Bel,https://en.wikipedia.org/wiki/Matthias_Bel,3217165,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society | Category:Members of the Prussian Academy of Sciences
Matthias Gelzer,https://en.wikipedia.org/wiki/Matthias_Gelzer,49960964,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the Royal Swedish Academy of Sciences
Matthias Hentze,https://en.wikipedia.org/wiki/Matthias_Hentze,21886590,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Australian Academy of Science
Matthias Jarke,https://en.wikipedia.org/wiki/Matthias_Jarke,38417292,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of German Academy of Science and Engineering Acatech
Matthias Kleiner,https://en.wikipedia.org/wiki/Matthias_Kleiner,73805524,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of German Academy of Science and Engineering Acatech
Matthias Mann,https://en.wikipedia.org/wiki/Matthias_Mann,7699860,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the Bavarian Academy of Sciences | Category:Members of the German National Academy of Sciences Leopoldina
Matthias Norberg,https://en.wikipedia.org/wiki/Matthias_Norberg,41502603,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the Royal Swedish Academy of Sciences
Matthias Scheffler,https://en.wikipedia.org/wiki/Matthias_Scheffler,69144441,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the German National Academy of Sciences Leopoldina
Matthias Schmidt (musicologist),https://en.wikipedia.org/wiki/Matthias_Schmidt_(musicologist),62738443,Academy of sciences,https://en.wikipedia.org/wiki/Academy_of_sciences,Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the Austrian Academy of Sciences
Matthias Schwab (pharmacologist),https://en.wikipedia.org/wiki/Matthias_Schwab_(pharmacologist),71745639,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the German National Academy of Sciences Leopoldina
Matthias Steinhart,https://en.wikipedia.org/wiki/Matthias_Steinhart,45658127,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the Bavarian Academy of Sciences
Matthias Tschöp,https://en.wikipedia.org/wiki/Matthias_Tschöp,45051051,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the Bavarian Academy of Sciences | Category:Members of the German National Academy of Sciences Leopoldina
Matti Kuusi,https://en.wikipedia.org/wiki/Matti_Kuusi,13792268,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the Estonian Academy of Sciences
Maura Hagan,https://en.wikipedia.org/wiki/Maura_Hagan,60645071,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Maura L. Gillison,https://en.wikipedia.org/wiki/Maura_L._Gillison,67791866,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the National Academy of Medicine
Maureen Baker (sociologist),https://en.wikipedia.org/wiki/Maureen_Baker_(sociologist),68323823,Academy of sciences,https://en.wikipedia.org/wiki/Academy_of_sciences,Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Fellows of the Royal Society of New Zealand
Maureen Cropper,https://en.wikipedia.org/wiki/Maureen_Cropper,58047804,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Maureen Lichtveld,https://en.wikipedia.org/wiki/Maureen_Lichtveld,68005920,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the National Academy of Medicine
Maureen Raymo,https://en.wikipedia.org/wiki/Maureen_Raymo,28497663,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Maurice Beresford,https://en.wikipedia.org/wiki/Maurice_Beresford,19035967,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the British Academy
Maurice Bowra,https://en.wikipedia.org/wiki/Maurice_Bowra,190290,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the British Academy
Maurice Brookhart,https://en.wikipedia.org/wiki/Maurice_Brookhart,9447856,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Maurice Caullery,https://en.wikipedia.org/wiki/Maurice_Caullery,6811679,Academy of sciences,https://en.wikipedia.org/wiki/Academy_of_sciences,Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the French Academy of Sciences
Maurice Cockrill,https://en.wikipedia.org/wiki/Maurice_Cockrill,11391906,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the British Academy
"Maurice de Broglie, 6th Duke of Broglie","https://en.wikipedia.org/wiki/Maurice_de_Broglie,_6th_Duke_of_Broglie",899726,Academy of sciences,https://en.wikipedia.org/wiki/Academy_of_sciences,Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the French Academy of Sciences
